Commodity_Classification,Commodity,Classification,County,Market,Date,Year,Month,Year_Month,WeekofYear,Year_Week,SupplyVolume,Retail,Wholesale,Unit
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Nandi,Serem_Nandi_Market,10/2/2021,2021,10,2021-10,39,2021-39,5000,70,60,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Samburu,Lekuru_Market,10/2/2021,2021,10,2021-10,39,2021-39,3150,35.56,32.22,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Siaya,Akala_Market,10/2/2021,2021,10,2021-10,39,2021-39,5000,35,30,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Siaya,Siaya_Market,10/2/2021,2021,10,2021-10,39,2021-39,,36.36,,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Siaya,Siaya_Market,10/2/2021,2021,10,2021-10,39,2021-39,,36.36,,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Turkana,Lokiriama_Livestock_Market,10/2/2021,2021,10,2021-10,39,2021-39,4000,27.03,35,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kakamega,Malimili_Livestock_Market,10/3/2021,2021,10,2021-10,39,2021-40,8100,32,28.89,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Migori,Mabera_Market,10/3/2021,2021,10,2021-10,39,2021-40,360,27.78,,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nandi,Kibiok_Market,10/3/2021,2021,10,2021-10,39,2021-40,13500,33.33,28.89,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Nyandarua,Kasuku_Market,10/3/2021,2021,10,2021-10,39,2021-40,90,40,27,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Baringo,Eldama_Ravine_Market,10/4/2021,2021,10,2021-10,40,2021-40,900,35.86,30,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Bomet,Chebunyo_Market,10/4/2021,2021,10,2021-10,40,2021-40,97200,35.42,29.44,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Busia,Busia_Market,10/4/2021,2021,10,2021-10,40,2021-40,450,40,30,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Embu,Kiritiri_Market,10/4/2021,2021,10,2021-10,40,2021-40,1200,100,50,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Embu,Kiritiri_Market,10/4/2021,2021,10,2021-10,40,2021-40,6500,80,40,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,10/4/2021,2021,10,2021-10,40,2021-40,10000,80,56,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Homa-Bay,Nyakwere_Market,10/4/2021,2021,10,2021-10,40,2021-40,3600,37.5,33.33,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kiambu,Wangige_Market,10/4/2021,2021,10,2021-10,40,2021-40,5500,45,31.67,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kutus_Market,10/4/2021,2021,10,2021-10,40,2021-40,5400,36.59,30,Kg
Dry_Yellow_Maize,Dry_Maize,Yellow_Maize,Kisumu,Kibuye_Market,10/4/2021,2021,10,2021-10,40,2021-40,,42.5,44.44,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Kisumu,Kibuye_Market,10/4/2021,2021,10,2021-10,40,2021-40,,35,31.11,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kisumu,Kibuye_Market,10/4/2021,2021,10,2021-10,40,2021-40,,40,35.56,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Kwale,Diani_Market,10/4/2021,2021,10,2021-10,40,2021-40,4000,40,35,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Machakos,Machakos_Main_Market,10/4/2021,2021,10,2021-10,40,2021-40,,40,33.33,Kg
Dry_Yellow_Maize,Dry_Maize,Yellow_Maize,Migori,Awendo_Market,10/4/2021,2021,10,2021-10,40,2021-40,1200,17.24,24,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Migori,Awendo_Market,10/4/2021,2021,10,2021-10,40,2021-40,6500,23.26,36,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Migori,Awendo_Market,10/4/2021,2021,10,2021-10,40,2021-40,11000,28.74,50,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Migori,Marindi_Market,10/4/2021,2021,10,2021-10,40,2021-40,2700,43.6,,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Migori,Rongo_Market,10/4/2021,2021,10,2021-10,40,2021-40,9000,27.78,26.67,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Migori,Rongo_Market,10/4/2021,2021,10,2021-10,40,2021-40,9000,27.78,26.67,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Muranga,Kiria_Ini_Market,10/4/2021,2021,10,2021-10,40,2021-40,600,50,50,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nairobi,Kangemi_Market,10/4/2021,2021,10,2021-10,40,2021-40,,50,40,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Nakuru,Nakuru_Top_Market,10/4/2021,2021,10,2021-10,40,2021-40,90,35,31.11,Kg
Dry_Yellow_Maize,Dry_Maize,Yellow_Maize,Nakuru,Nakuru_Wakulima_Market,10/4/2021,2021,10,2021-10,40,2021-40,450,45,40,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nakuru,Nakuru_Wakulima_Market,10/4/2021,2021,10,2021-10,40,2021-40,0,35,28.89,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nandi,Chepsonoi_Market,10/4/2021,2021,10,2021-10,40,2021-40,18000,37.5,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Narok,Kilgoris_Market,10/4/2021,2021,10,2021-10,40,2021-40,5400,,32.22,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Nyeri,Othaya_Market,10/4/2021,2021,10,2021-10,40,2021-40,10800,40,33.33,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Siaya,Aram_Market,10/4/2021,2021,10,2021-10,40,2021-40,22500,36.92,30,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Siaya,Aram_Market,10/4/2021,2021,10,2021-10,40,2021-40,4500,36.92,31.11,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Tharaka-Nithi,Kaanwa_Market,10/4/2021,2021,10,2021-10,40,2021-40,800,30,25,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Tharaka-Nithi,Kaanwa_Market,10/4/2021,2021,10,2021-10,40,2021-40,300,30,25,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Mois_Bridge_Market,10/4/2021,2021,10,2021-10,40,2021-40,4500,30,22.22,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Vihiga,Luanda_Market,10/4/2021,2021,10,2021-10,40,2021-40,9000,30,30,Kg
Dry_White_Maize,Dry_Maize,White_Maize,West-Pokot,Makutano_West_Pokot_Market,10/4/2021,2021,10,2021-10,40,2021-40,,36,30.56,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Bomet,Kapkwen_Market,10/5/2021,2021,10,2021-10,40,2021-40,60000,45,31.11,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Busia,Amukura_Market,10/5/2021,2021,10,2021-10,40,2021-40,5800,30,,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Kapsowar_Market,10/5/2021,2021,10,2021-10,40,2021-40,3600,42.5,31.11,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kajiado,Kimana_Crops_Market,10/5/2021,2021,10,2021-10,40,2021-40,5500,40,30,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kajiado,Kitengela_Market,10/5/2021,2021,10,2021-10,40,2021-40,20000,45,38.89,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Ngurubani_Market,10/5/2021,2021,10,2021-10,40,2021-40,4000,31,24.44,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kisumu,Ahero_Market,10/5/2021,2021,10,2021-10,40,2021-40,1000,40,37.5,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Laikipia,Nyahururu_Municipal_Market,10/5/2021,2021,10,2021-10,40,2021-40,36000,30,31.11,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Machakos,Tala_Centre_Market,10/5/2021,2021,10,2021-10,40,2021-40,41000,35,27,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Machakos,Athi_River_Open_Air_Market,10/5/2021,2021,10,2021-10,40,2021-40,1600,40,33.33,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Mandera,Banisa_Market,10/5/2021,2021,10,2021-10,40,2021-40,20000,80,42,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Mandera,Elwak_Market,10/5/2021,2021,10,2021-10,40,2021-40,1250,50,42,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Meru,Maua_Market,10/5/2021,2021,10,2021-10,40,2021-40,7650,40,31.11,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Meru,Nkubu_Market,10/5/2021,2021,10,2021-10,40,2021-40,1350,35,31.11,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nakuru,Naivasha_Market,10/5/2021,2021,10,2021-10,40,2021-40,,40,30,Kg
Dry_Yellow_Maize,Dry_Maize,Yellow_Maize,Nakuru,Nakuru_Wakulima_Market,10/5/2021,2021,10,2021-10,40,2021-40,0,45,40,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nakuru,Nakuru_Wakulima_Market,10/5/2021,2021,10,2021-10,40,2021-40,3600,35,28.89,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nandi,Kapsabet_Market,10/5/2021,2021,10,2021-10,40,2021-40,21000,36,40,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Siaya,Bondo_Market,10/5/2021,2021,10,2021-10,40,2021-40,14000,35,30,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Tharaka-Nithi,Chuka_Market,10/5/2021,2021,10,2021-10,40,2021-40,9000,40,31.11,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Turkana,Lokiriama_Livestock_Market,10/5/2021,2021,10,2021-10,40,2021-40,8000,50,35,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Turkana,Kakuma_Modern_Market,10/5/2021,2021,10,2021-10,40,2021-40,270000,60,50,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Eldoret_Main_Market,10/5/2021,2021,10,2021-10,40,2021-40,500,45,40,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Vihiga,Mbale_Market,10/5/2021,2021,10,2021-10,40,2021-40,121500,37.5,31.11,Kg
Dry_White_Maize,Dry_Maize,White_Maize,West-Pokot,Orolwo_Market,10/5/2021,2021,10,2021-10,40,2021-40,1200,36,28,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Bungoma,Kamukuywa_Market,10/6/2021,2021,10,2021-10,40,2021-40,6000,25,22.5,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Kapcherop_Market,10/6/2021,2021,10,2021-10,40,2021-40,1800,35,26.67,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Embu,Embu_Town_Market,10/6/2021,2021,10,2021-10,40,2021-40,2500,40,31.11,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Kajiado,Kajiado_Market,10/6/2021,2021,10,2021-10,40,2021-40,3000,50,37.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kakamega,Musoli_Market,10/6/2021,2021,10,2021-10,40,2021-40,3000,40,30,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Kakamega,Musoli_Market,10/6/2021,2021,10,2021-10,40,2021-40,1000,75,65,Kg
Dry_Yellow_Maize,Dry_Maize,Yellow_Maize,Kakamega,Musoli_Market,10/6/2021,2021,10,2021-10,40,2021-40,500,85,75,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kericho,Kapkatet_Market,10/6/2021,2021,10,2021-10,40,2021-40,18500,30.43,28.89,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Kisii,Keumbu_Market,10/6/2021,2021,10,2021-10,40,2021-40,6000,32,28,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kisumu,Muhoroni_Market,10/6/2021,2021,10,2021-10,40,2021-40,5000,45,40,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kitui,Mwingi_Town_Market,10/6/2021,2021,10,2021-10,40,2021-40,9000,35,31.11,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Kwale,Diani_Market,10/6/2021,2021,10,2021-10,40,2021-40,4000,40,35,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Lamu,Mpeketoni_Market,10/6/2021,2021,10,2021-10,40,2021-40,3400,50,30,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Mandera,Takaba_Livestock_Market,10/6/2021,2021,10,2021-10,40,2021-40,10000,50,44,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Meru,Kangeta_Market,10/6/2021,2021,10,2021-10,40,2021-40,1080,35,33.33,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Migori,Rongo_Market,10/6/2021,2021,10,2021-10,40,2021-40,9000,27.78,26.67,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Muranga,Mukuyu_Market,10/6/2021,2021,10,2021-10,40,2021-40,,40,31.11,Kg
Dry_Yellow_Maize,Dry_Maize,Yellow_Maize,Nakuru,Nakuru_Wakulima_Market,10/6/2021,2021,10,2021-10,40,2021-40,0,45,40,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nakuru,Nakuru_Wakulima_Market,10/6/2021,2021,10,2021-10,40,2021-40,0,35,28.89,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nandi,Serem_Nandi_Market,10/6/2021,2021,10,2021-10,40,2021-40,9000,29.17,25,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nyeri,Chaka_Market,10/6/2021,2021,10,2021-10,40,2021-40,1200,40,30,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Siaya,Siaya_Market,10/6/2021,2021,10,2021-10,40,2021-40,,36.36,,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Siaya,Siaya_Market,10/6/2021,2021,10,2021-10,40,2021-40,,36.36,,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Trans-Nzoia,Mowlem_Market,10/6/2021,2021,10,2021-10,40,2021-40,450,25,22.22,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Turkana,Kakuma_Modern_Market,10/6/2021,2021,10,2021-10,40,2021-40,180000,60,50,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Eldoret_Main_Market,10/6/2021,2021,10,2021-10,40,2021-40,500,40,35,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Cheptiret_Uasin_Gishu_Market,10/6/2021,2021,10,2021-10,40,2021-40,2000,32,20,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Vihiga,Serem_Vihiga_Market,10/6/2021,2021,10,2021-10,40,2021-40,4500,32.11,30,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Baringo,Eldama_Ravine_Market,10/7/2021,2021,10,2021-10,40,2021-40,,34.48,31.11,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Baringo,Marigat_Market,10/7/2021,2021,10,2021-10,40,2021-40,14000,35,30,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Bungoma,Kimilili_Town_Market,10/7/2021,2021,10,2021-10,40,2021-40,1000,35,30,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Flax_Market,10/7/2021,2021,10,2021-10,40,2021-40,720,32,30,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Elgeyo-Marakwet,Kapkayo_Market,10/7/2021,2021,10,2021-10,40,2021-40,10800,31.11,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Embu,Kiritiri_Market,10/7/2021,2021,10,2021-10,40,2021-40,23600,40,30,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Embu,Kiritiri_Market,10/7/2021,2021,10,2021-10,40,2021-40,10000,40,30,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Garissa,Garissa_Soko_Mugdi_Market,10/7/2021,2021,10,2021-10,40,2021-40,10000,80,56,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Homa-Bay,Mbita_Market,10/7/2021,2021,10,2021-10,40,2021-40,12000,45,26.67,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Kajiado,Kiserian_Crops_Market,10/7/2021,2021,10,2021-10,40,2021-40,90,50,38.89,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Kutus_Market,10/7/2021,2021,10,2021-10,40,2021-40,900,37.21,30,Kg
Dry_Yellow_Maize,Dry_Maize,Yellow_Maize,Kisii,Daraja_Mbili_Market,10/7/2021,2021,10,2021-10,40,2021-40,400,34,28.89,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kisii,Daraja_Mbili_Market,10/7/2021,2021,10,2021-10,40,2021-40,6000,30,26.67,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kisumu,Katito_Market,10/7/2021,2021,10,2021-10,40,2021-40,2500,40,33.33,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Kwale,Kinango_Market,10/7/2021,2021,10,2021-10,40,2021-40,6480,40,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Machakos,Masii_Crops_Market,10/7/2021,2021,10,2021-10,40,2021-40,36000,35,30,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Mandera,Elwak_Market,10/7/2021,2021,10,2021-10,40,2021-40,1350,50,43,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Muranga,Kangari_Market,10/7/2021,2021,10,2021-10,40,2021-40,,,33.33,Kg
Dry_Yellow_Maize,Dry_Maize,Yellow_Maize,Nakuru,Nakuru_Wakulima_Market,10/7/2021,2021,10,2021-10,40,2021-40,0,45,40,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nakuru,Nakuru_Wakulima_Market,10/7/2021,2021,10,2021-10,40,2021-40,3600,35,28.89,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nandi,Kabiyet_Market,10/7/2021,2021,10,2021-10,40,2021-40,9000,70,60,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Siaya,Aram_Market,10/7/2021,2021,10,2021-10,40,2021-40,17640,36.92,30,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Siaya,Aram_Market,10/7/2021,2021,10,2021-10,40,2021-40,4500,36.92,31.11,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Tharaka-Nithi,Kaare_Market,10/7/2021,2021,10,2021-10,40,2021-40,1800,30,30,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Tharaka-Nithi,Kaanwa_Market,10/7/2021,2021,10,2021-10,40,2021-40,500,32.5,27.5,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Eldoret_Main_Market,10/7/2021,2021,10,2021-10,40,2021-40,500,45,40,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,West-Pokot,Chepareria_Market,10/7/2021,2021,10,2021-10,40,2021-40,81000,31.25,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Busia,Amukura_Market,10/8/2021,2021,10,2021-10,40,2021-40,1300,32.5,,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Embu,Siakago_Market,10/8/2021,2021,10,2021-10,40,2021-40,8000,35,30,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Kajiado,Illbissil_Food_Market,10/8/2021,2021,10,2021-10,40,2021-40,700,50,37.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kirinyaga,Ngurubani_Market,10/8/2021,2021,10,2021-10,40,2021-40,4000,31,25,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kisii,Nyangusu_Market,10/8/2021,2021,10,2021-10,40,2021-40,1800,32,31.11,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Kwale,Diani_Market,10/8/2021,2021,10,2021-10,40,2021-40,4000,40,35,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Machakos,Tala_Centre_Market,10/8/2021,2021,10,2021-10,40,2021-40,41300,35,27,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Machakos,Machakos_Main_Market,10/8/2021,2021,10,2021-10,40,2021-40,,40,33.33,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Makueni,Emali_Market,10/8/2021,2021,10,2021-10,40,2021-40,15000,40,28.89,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Migori,Awendo_Market,10/8/2021,2021,10,2021-10,40,2021-40,7500,40,,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Migori,Marindi_Market,10/8/2021,2021,10,2021-10,40,2021-40,5900,46.51,,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Mombasa,Marikiti_Market,10/8/2021,2021,10,2021-10,40,2021-40,,30,,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nakuru,Naivasha_Market,10/8/2021,2021,10,2021-10,40,2021-40,,40,30,Kg
Dry_Yellow_Maize,Dry_Maize,Yellow_Maize,Nakuru,Nakuru_Wakulima_Market,10/8/2021,2021,10,2021-10,40,2021-40,0,45,40,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nakuru,Nakuru_Wakulima_Market,10/8/2021,2021,10,2021-10,40,2021-40,0,35,28.89,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Narok,Muthurwa_Market,10/8/2021,2021,10,2021-10,40,2021-40,7200,40,30,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nyeri,Nyeri_Open_Air_Market,10/8/2021,2021,10,2021-10,40,2021-40,9000,45,35.56,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Samburu,Maralal_Livestock_Market,10/8/2021,2021,10,2021-10,40,2021-40,90,50,32.22,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Siaya,Bondo_Market,10/8/2021,2021,10,2021-10,40,2021-40,36000,35,30,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Trans-Nzoia,Sikhendu_Market,10/8/2021,2021,10,2021-10,40,2021-40,360,31.11,24.44,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Uasin-Gishu,Kimumu_Market,10/8/2021,2021,10,2021-10,40,2021-40,6300,45,30,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Vihiga,Kilingili_Market,10/8/2021,2021,10,2021-10,40,2021-40,12000,30,27.78,Kg
Dry_White_Maize,Dry_Maize,White_Maize,West-Pokot,Makutano_West_Pokot_Market,10/8/2021,2021,10,2021-10,40,2021-40,,36,30,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Embu,Runyenjes_Market,10/9/2021,2021,10,2021-10,40,2021-40,32850,30,30,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Embu,Embu_Town_Market,10/9/2021,2021,10,2021-10,40,2021-40,2500,40,31.11,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Laikipia,Nanyuki_Open_Air_Market,10/9/2021,2021,10,2021-10,40,2021-40,2500,50,33.33,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Lamu,Mpeketoni_Market,10/9/2021,2021,10,2021-10,40,2021-40,4500,60,40,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nandi,Kapsabet_Market,10/9/2021,2021,10,2021-10,40,2021-40,1700,36,40,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,West-Pokot,Lomut_Market,10/9/2021,2021,10,2021-10,40,2021-40,20000,45,35.56,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kakamega,Malimili_Livestock_Market,10/10/2021,2021,10,2021-10,40,2021-41,9500,32,28.89,Kg
Dry_Yellow_Maize,Dry_Maize,Yellow_Maize,Kisumu,Kibuye_Market,10/10/2021,2021,10,2021-10,40,2021-41,,50,44.44,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kisumu,Kibuye_Market,10/10/2021,2021,10,2021-10,40,2021-41,,45,40,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Kisumu,Kibuye_Market,10/10/2021,2021,10,2021-10,40,2021-41,,35,31.11,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Kisumu,Muhoroni_Market,10/10/2021,2021,10,2021-10,40,2021-41,6000,45,40,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Migori,Mabera_Market,10/10/2021,2021,10,2021-10,40,2021-41,360,27.78,,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Nandi,Kibiok_Market,10/10/2021,2021,10,2021-10,40,2021-41,16000,37.5,32.5,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nyamira,Ikonge_Market,10/10/2021,2021,10,2021-10,40,2021-41,67000,33.33,23.33,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Nyandarua,Kasuku_Market,10/10/2021,2021,10,2021-10,40,2021-41,90,40,28.89,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Tana-River,Bura_Market,10/10/2021,2021,10,2021-10,40,2021-41,45000,45,40,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Baringo,Marigat_Market,10/11/2021,2021,10,2021-10,41,2021-41,14000,35,30,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Baringo,Kabarnet_Market,10/11/2021,2021,10,2021-10,41,2021-41,4950,35,33.33,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Bomet,Chebunyo_Market,10/11/2021,2021,10,2021-10,41,2021-41,97200,35.42,31.11,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Bungoma,Chwele_Market,10/11/2021,2021,10,2021-10,41,2021-41,9000,30,22.22,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Garissa,Garissa_Soko_Mugdi_Market,10/11/2021,2021,10,2021-10,41,2021-41,30000,80,56,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Kwale,Diani_Market,10/11/2021,2021,10,2021-10,41,2021-41,4000,40,35,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Machakos,Machakos_Main_Market,10/11/2021,2021,10,2021-10,41,2021-41,,40,33.33,Kg
Dry_White_Maize,Dry_Maize,White_Maize,Machakos,Masii_Crops_Market,10/11/2021,2021,10,2021-10,41,2021-41,27000,35,30,Kg
Dry_Maize_Mixed_Traditional,Dry_Maize,Mixed_Traditional,Migori,Marindi_Market,10/11/2021,2021,10,2021-10,41,2021-41,1800,46.51,,Kg
